wspd,pres,humidity,solar_rad,temp
17.483570765056164,1004.9231462897479,81.93432679819888,569.6429809928833,31.708779878885796
14.308678494144077,1009.8967733861732,78.5192154438551,717.6634412969153,39.38085419607943
18.23844269050346,1010.2864274173661,77.4253935248817,656.1983735470066,34.75211919093025
22.61514928204013,1007.9886136538919,77.56210209967773,475.46009603588124,27.115481721687985
13.82923312638332,1011.19357144167,68.98727878049388,558.375549928545,25.50792664325821
13.829315215254097,1014.0202542840727,67.33979610661234,501.39981306823347,32.45959585753253
22.896064077536955,1021.4309295060526,80.23402888696285,482.1270486111577,23.398833964896788
18.837173645764544,1012.8728890641592,80.25283486697953,769.920419404205,39.157293829271765
12.652628070325239,1013.2877519536138,81.67680796450259,671.4030971930094,35.897200603606436
17.712800217929825,1011.6277704211692,82.83101381391178,461.41808094786916,27.654121739476476
12.682911535937688,1002.4061439235048,72.78355997152345,779.9199750866501,21.434327354545612
12.671351232148716,1011.8674306227539,72.53790736718,661.4599041753219,36.76936187082706
16.20981135783017,1012.3011510497051,79.95737947416939,762.5724237677921,29.42730077373691
5.43359877671101,1024.3162105624265,76.24909826944413,725.9257683847225,36.18908155986731
6.375410837434837,1011.0381951760944,77.54917193144259,434.20099781558554,22.027861706028165
12.188562353795136,1013.507736711668,79.89481673590252,487.9637919606061,27.003124885231134
9.93584439832788,1011.8264411514738,82.25013354543916,749.4587210246524,30.026218498590914
16.571236662976368,1006.1566098119023,68.44987892128839,722.074053086693,30.23490296882371
10.459879622393945,1017.7141140725751,69.3895738159986,595.8196812071703,27.74967264260378
7.938481493323542,1015.7596651634339,62.349548496021725,623.4654766617564,33.114249661737496
22.32824384460777,1015.9551597352153,74.45700352490435,855.532979157685,24.661897853087027
13.871118497567322,1007.4530627260264,60.89855684491855,481.685722232834,29.288102574893532
15.33764102343962,1019.0139715546806,71.6399504533115,709.4194762340076,30.601478158559495
7.8762590689327165,1004.9907446860386,73.56611586768942,559.5614695132211,32.57219417029374
12.278086377374088,1014.9342854690013,67.16353130320711,556.4637593545559,33.558074390444446
15.55461294854933,1022.9522781290499,74.77083151422526,819.755370397438,24.376789540810655
9.245032112888486,1007.0473183743466,60.762506248476235,765.0832697976059,22.32942914632189
16.87849009172836,1009.1685113519861,60.93370471873036,762.7019272001277,36.38838410949255
11.996806550405974,1012.4982568254383,80.56501401649146,861.0957614308659,31.661570059897958
13.541531251033616,1009.482621729419,69.00476603528158,604.2007683265518,26.25756731721723
11.991466938853016,1004.2466828446693,63.17651281629712,736.3905942589928,37.75575987761262
24.261390922544688,1012.3428148740302,73.0560815013701,537.9466486813088,30.578373171464293
14.932513876310331,1006.6884814313695,79.24983882746527,664.8332704976884,35.89648592031913
9.711445355220498,1014.3679621531759,65.39552568742108,573.9713891264631,30.337592407050543
19.112724560515943,1007.402878828831,75.57226189547501,619.3991929985436,40.303739624409936
8.895781750144888,1019.7496720250876,62.1336866248442,719.0314050873827,38.77670421221602
16.044317975023777,1008.0837335383188,61.29204302921519,436.3558633533055,28.75517925760463
5.201649380601122,1010.3896924189717,73.2838657892037,1018.477455137092,34.85785475477178
8.359069755507846,1016.0675860868483,73.51587804025266,398.7965237000596,33.226879747925736
